 StopAbbr, StopName, NodeAbbr, SiteName, StreetNum, StreetNo, OnStreet, AtStreet, Unit, City, State, ZipCode, AddressSummary, ZoneCode, Phone, Lon, Lat, GeoStatus, CellArea, ShapeId, PercentDistFromA, SegmentSideFlag, Comments, PictureFile, IvrNum, BayNum, StopPosition, FacingDir, FareZoneId, CurbType, InService, LastServiceDate, AccessibilityMask, Preferred, Bench, Shelter, Lighting, Garbage, Telephone, SignPost, Bicycle, Transfer, GpsLon, GpsLat, GpsHeight, GIS_X, GIS_Y, UserD3, UserD4, UserD5, XCRD, YCRD, IPOS, DIST FROM AT ST, GRID, PARC, UserS7, NODE, GTF_Wheelchair_boarding, UserS10, SHORT_DESC, CRNR, ADDR, INTR, LMRK, IMPS, UserA7, STALF, STACF, STBEF, STALN, STACN, STBEN, Sch. Display, LIGHTING, DIR OF TRAVEL, IVR Sign, Garbage, ADA ACCESS, SIDEWALK, LIFT, CURB, CURB CUT, TELEPHONE, PARK & RIDE, BUS STOP TYPE, NEIGHBORHOOD TYP, BASE, LIGHTING, COLLECT DATE, MapPage, CountyCode, Station Name, GpsRadius, StopClass, StopClusterId, Heading
151156,CONSTITUTION RD@FORREST PARK RD,,,0,0,CONSTITUTION RD SE,FORREST PARK RD SE,,ATLANTA,,30315,CONSTITUTION RD@FORREST PARK RD,,,-84359593,33693232,-2147483632,984,173098,45,1,0,,151156,,NS,W,0,,1,0,0,0,0,0,1,0,0,1,0,0,-84,34,0,2237846.103,1343567.917,0,0,0,2598,1985,1826,25,25,25,25,25,0,0,151156,NE,N,Y,N,N,0,  CONSTITUTION        RD  SE,  FORREST PARK        RD  SE,,  CONSTITUTION        RD  SE,  FORREST PARK        RD  SE, ,,S,W ,,,N,N ,N,Y ,N ,N,N,SGN,RES,DIRT,,Apr 18 2000 12:00:00:000AM,,,,0,,0,278
152004,BOULDERCREST RD SE@WESTSIDE PL ,,,0,0,BOULDERCREST RD SE,WESTSIDE PL ,,DEKALB COUNTY,,30316,BOULDERCREST RD SE@WESTSIDE PL ,,,-84320140,33690283,-2147483632,1030,627018,24,0,0,,152004,,FS,SE,0,,1,0,1,0,0,0,1,0,0,1,0,0,-84,34,0,2249940,1342329,0,0,0,2745,1974,2603,150,0,0,0,0,1,0,152004, ,Y,N,N,N,0,  BOULDERCREST        RD  SE,WESTSIDE PL SE,,  BOULDERCREST        RD  SE,WESTSIDE PL SE, ,,S,SE,,,Y,Y,Y,Y,Y,N,N,SGN,RES,DIRT,,May 23 1996 12:00:00:000AM,,,,0,,0,106
152006,BOULDERCREST RD SE@2156,,,2156,2156,BOULDERCREST,,,DEKALB COUNTY,,30316,BOULDERCREST RD SE@,,,-84321457,33693531,-1,0,0,0,0,0,,152006,,AT,N,0,,1,0,1,0,0,0,1,0,0,1,0,0,-84,34,0,2249526.5,1343620.5,0,0,0,2735,1988,1035,0,0,0,0,0,1,0,152006, ,Y,N,N,N,0,  BOULDERCREST        RD  SE, ,,  BOULDERCREST        RD  SE,  2156                AAAA, ,,S,N ,,,Y,Y ,Y,Y,Y,N,N,SGN,RES,DIRT,,May 23 1996 12:00:00:000AM,,,,0,,0,339
152008,BOULDERCREST RD SE@2321,,,2321,2321,BOULDERCREST RD SE,,,DEKALB COUNTY,,30316,BOULDERCREST RD SE@,,,-84317620,33690166,-2147483632,1030,627013,50,0,BOULDERCREST CHILD CARE,,152008,,AT,SE,0,,1,0,0,0,0,0,1,0,0,1,0,0,-84,34,0,2250703.5,1342277.875,0,0,0,2753,1972,555,0,0,0,0,0,0,0,152008, ,Y,N,N,N,0,  BOULDERCREST        RD  SE, ,,  BOULDERCREST        RD  SE,  2321                AAAA, ,,S,SE,,,N,N ,Y,N ,N ,B,N,SGN,RES,DIRT,,May 23 1996 12:00:00:000AM,,,,0,,0,92
152010,BOULDERCREST RD SE@2290,,,2290,2290,BOULDERCREST,,,DEKALB COUNTY,,30316,BOULDERCREST RD SE@,,,-84319466,33690460,-1,0,0,0,0,0,,152010,,AT,N,0,,1,0,1,0,0,0,1,0,0,1,0,0,-84,34,0,2250130.75,1342502.25,0,0,0,2748,1974,2315,0,0,0,0,0,1,0,152010, ,Y,N,N,N,0,  BOULDERCREST        RD  SE, ,,  BOULDERCREST        RD  SE,  2290                AAAA, ,,S,N ,,,Y,Y,Y,Y,Y,N,N,SGN,RES,DIRT,,May 23 1996 12:00:00:000AM,,,,0,,0,272
152014,BOULDERCREST RD SE@2326,,,2326,2326,BOULDERCREST,,,DEKALB COUNTY,,30316,BOULDERCREST RD SE@,,,-84317253,33690327,-1,0,0,0,0,C,,152014,,AT,W,0,,1,0,1,0,0,0,1,1,0,1,0,0,-84,34,0,2250803.5,1342452.625,0,0,0,2754,1972,795,0,0,0,0,0,1,0,152014, ,Y,N,N,N,0,  BOULDERCREST        RD  SE, ,,  BOULDERCREST        RD  SE,  2326                AAAA, ,,S,W ,,Y,Y,Y,Y,Y ,Y,B,N,SGN,MIX,DIRT,,May 23 1996 12:00:00:000AM,,,,0,,0,272
152016,BOULDERCREST RD SE @ CHERRY VALLEY DR, ,,0,0,BOULDERCREST RD SE,CHERRY VALLEY DR SE,,DEKALB COUNTY,,30316,BOULDERCREST RD SE@CHERRY VALLEY DR SE, ,,-84315900,33690072,-2147483647,1030,834774,18,1,B,,152016, ,NS,NW,0, ,1,0,1,0,1,1,1,1,0,0,0,0,-84,34,0,2251235.25,1342414.5,0,0,0,2760,1971,3340,75,5,5,5,5,1,0,152016,SE,N,Y,N,N,0,  BOULDERCREST        RD  SE,  CHERRY VALLEY       DR  SE,,  BOULDERCREST        RD  SE,  CHERRY VALLEY       DR  SE, ,FLAT,S,NW,,Y,Y,Y,Y,Y ,Y,N,N,SNT,RES,DIRT,,May 23 1996 12:00:00:000AM,, ,,0, ,0,294
152018,BOULDERCREST RD @ CONSTITUTION RD ,BoCo,,0,0,BOULDERCREST,CONSTITUTION,,DEKALB COUNTY,,30316,BOULDERCREST RD SE@CONSTITUTION RD ,,,-84314140,33688911,-1,0,0,0,0,C,,152018,,NS,N,0,,1,0,1,0,0,0,1,1,0,1,0,0,-84,34,0,2251750.75,1341937,0,0,0,2765,1965,1548,75,75,75,75,75,1,0,152018,SE,N,Y,N,N,0,  BOULDERCREST        RD  SE,  CONSTITUTION        RD  SE,,  BOULDERCREST        RD  SE,  CONSTITUTION        RD  SE, ,,S,N ,,Y,Y,Y ,Y,Y ,Y ,N,N,SGN,RES,DIRT,,May 23 1996 12:00:00:000AM,,,,0,,0,271
152020,BOULDERCREST RD SE @ CLIFTON CHURCH RD, ,,0,0,BOULDERCREST RD SE,CLIFTON CHURCH RD SE,,DEKALB COUNTY,,30316,BOULDERCREST RD SE@CLIFTON CHURCH RD SE,,,-84311363,33688344,-2147483647,1030,676372,0,0,0, ,152020, ,NS,SE,0, ,1,0,1,0,0,0,1,0,0,1,0,0,-84311363,33688344,0,2252640.25,1341614.5,0,0,0,2779,1962,3110,90,25,25,25,25,1,0,152020,NW,N,Y,N,N,0,  BOULDERCREST        RD  SE,  CLIFTON CHURCH      RD  SE,,  BOULDERCREST        RD  SE,  CLIFTON CHURCH      RD  SE, ,,S,SE ,,,Y,N ,Y,Y ,Y,P,N,SGN,MIX,DIRT,,May 23 1996 12:00:00:000AM,,,,0, ,0,129
152022,BOULDERCREST RD SE @ CLIFTON CHURCH RD SE,BoCC,,0,0,BOULDERCREST RD SE,CLIFTON CHURCH RD SE,,DEKALB COUNTY,,30316,BOULDERCREST RD SE@CLIFTON CHURCH RD SE,,,-84311483,33688635,-2147483632,1030,676372,334,0,B,,152022,,FS,NW,0,,1,0,1,0,1,1,1,1,0,0,0,0,-84,34,0,2252717.25,1341761.5,0,0,0,2779,1962,3112,250,75,75,75,75,1,0,152022,NE,N,Y,N,N,0,  BOULDERCREST        RD  SE,  CLIFTON CHURCH      RD  SE,,  BOULDERCREST        RD  SE,  CLIFTON CHURCH      RD  SE, ,FLAT,S,NW ,,Y,Y,Y ,Y,Y ,Y ,P,N,SNT,MIX,CONC,,May 23 1996 12:00:00:000AM,,,,0,,0,305
152024,BOULDERCREST RD SE @ BOULDERCREST LN SE,,,0,0,BOULDERCREST RD SE,BOULDERCREST LN SE,,DEKALB COUNTY,,30316,BOULDERCREST RD SE@CLIFTON CHURCH RD SE,,,-84310646,33687122,-2147483632,1076,786748,87,1,C,,152024,,NS,N,0,,1,0,0,0,1,1,1,1,0,0,0,0,-84,34,0,2252876.75,1341390.625,0,0,0,2779,1962,3084,155,200,200,200,200,0,0,152024,SE,N,Y,N,N,0,  BOULDERCREST        RD  SE,  BOULDERCREST LN SE,,  BOULDERCREST        RD  SE,  BOULDERCREST LN SE, ,FLAT,D,N ,,Y,Y,Y ,Y,Y ,Y ,P,N,SAT,MIX,CONC,,May 23 1996 12:00:00:000AM,,,,0,,0,1
152028,BOULDERCREST RD @ CONTINENTAL WAY,,,0,0,BOULDERCREST RD SE,CONTINENTAL WAY SE,,DEKALB COUNTY,,30316,BOULDERCREST RD@CONTINENTAL WAY,,,-84310810,33685851,-2147483632,1076,764262,23,0,0,,152028,,NS,S,0,,1,0,1,0,0,0,1,0,0,1,0,0,-84,34,0,2252697.25,1340853.75,0,0,0,2780,1952,294,25,25,25,25,25,1,0,152028,NW,N,Y,N,N,0,  BOULDERCREST        RD  SE,  CONTINENTAL         WAY SE,,  BOULDERCREST        RD  SE,  CONTINENTAL         WAY SE, ,,S,S ,,,Y,Y ,Y,Y ,Y ,P,N,SGN,MIX,DIRT,,May 23 1996 12:00:00:000AM,,,,0,,0,182
152056,BOULDERCREST RD@2151,,,2151,2151,BOULDERCREST,,,DEKALB COUNTY,,30316,BOULDERCREST RD@,,,-84321938,33693533,-1,0,0,0,0,0,,152056,,AT,S,0,,1,0,0,0,0,1,0,0,0,0,0,0,-84,34,0,2249361.579,1343584.822,0,0,0,2735,1989,2087,0,0,0,0,0,0,0,152056, ,Y,N,N,N,0,  BOULDERCREST        RD  SE, ,,  BOULDERCREST        RD  SE,  2151                AAAA, ,,S,S ,,,N,N ,Y,Y ,N ,N,N,SGN,MIX,DIRT,,May 16 2000 12:00:00:000AM,,,,0,,0,160
153007,CLIFTON SPRINGS RD @ CLIFTON FARM DR, ,,0,0,CLIFTON SPRINGS RD,CLIFTON FARM DR,,DECATUR,,30034,CLIFTON SPRINGS RD@CLIFTON SPRINGS  MAN, ,,-84282826,33691663,-2147483632,1076,341486,79,1, ,,153007, ,NS,W,0, ,1,0,1,0,1,0,1,1,0,1,0,0,-84,34,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,153007,NE,N,Y,N,N,0,CLIFTON SPRINGS RD,CLIFTON FARM DR,,CLIFTON SPRINGS RD,CLIFTON FARM DR,,NONE,S,W,,Y,Y,Y,Y,Y,Y,N,N,BEN,RES,CONC,,6/1/2004,, ,,0, ,0,289
153008,CLIFTON SPRINGS RD @ FLAT SHOALS PKWY, ,,0,0,CLIFTON SPRINGS RD,FLAT SHOALS PKY,,DEKALB COUNTY,,30034,CLIFTON SPRINGS RD@FLAT SHOALS PKY, ,,-84261633,33692477,-2147483632,1122,814911,-63,0,B,,153008, ,FS,W,0, ,1,0,1,0,1,1,1,1,0,1,0,1,-84,34,0,2267596.75,1343215.375,0,0,0,2965,1983,3614,340,300,300,300,300,1,0,153008,NW,N,Y,N,N,0,  CLIFTON SPRINGS     RD,  FLAT SHOALS         PKY,,  CLIFTON SPRINGS     RD,  FLAT SHOALS         PKY, ,FLAT,S,W ,,Y,Y,Y,Y,Y,Y,P,N,SNT,COM,CONC,,May 23 1996 12:00:00:000AM,, ,,0, ,0,240
153009,CLIFTON SPRINGS RD @ CLIFTON SPRINGS MNR,,,0,,CLIFTON SPRINGS RD,CLIFTON SPRINGS MNR,,DEKALB,GA,,CLIFTON SPRINGS RD@CLIFTON SPRINGS MAN,,,-84286671,33692318,-2147483632,1076,1128385,97,0,0,,153009,,FS,W,0,,1,0,1,0,0,0,1,0,0,1,0,0,-84,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,153009,NW,N,Y,N,N,0,CLIFTON SPRINGS RD,CLIFTON SPRINGS MAN,,,,,,S,W,,,Y,Y,Y,Y,Y,N,N,SGN,RES,DIRT,,6/1/2004,,,,0,,0,262
153010,CLIFTON SPRINGS RD @ 3240,,,3240,3240,CLIFTON SPRINGS,,,DEKALB COUNTY,,30034,CLIFTON SPRINGS RD@,,,-84263443,33691669,-1,0,0,0,0,0,,153010,,AT,SW,0,,1,0,1,0,0,0,1,0,0,1,0,0,-84,34,0,2267171.75,1342921.5,0,0,0,2956,1980,304,0,0,0,0,0,1,0,153010, ,Y,N,N,N,0,  CLIFTON SPRINGS     RD, ,,  CLIFTON SPRINGS     RD,  3240                AAAA, ,,N,SW,,,Y,Y,Y,Y,Y,N,N,SGN,COM,DIRT,,May 23 1996 12:00:00:000AM,,,,0,,0,237
153011,CLIFTON SPRINGS RD @ AYLESBURY LOOP,,,0,0,CLIFTON SPRINGS RD SW,AYLESBURY LOOP SW,,DECATUR,,30034,CLIFTON SPRINGS RD@AYLESBURY LOOP,,,-84294375,33693777,-2147483632,1484,562133,79,1,B,,153011,,FS,NW,0,,1,0,0,0,1,1,1,0,0,1,0,0,-84,34,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,153011,NE,N,Y,N,N,0,CLIFTON SPRINGS RD,AYLESBURY LOOP,,,,,FLAT,S,NW,,,N,Y,N,Y,Y,N,N,SNT,RES,CONC,,6/1/2004,,,,0,,0,314
153012,CLIFTON SPRINGS RD @ N LANIER PKY,,,0,0,CLIFTON SPRINGS,LANIER,,DEKALB COUNTY,,30034,CLIFTON SPRINGS RD@LANIER PKY,,,-84268253,33690833,-1,0,0,0,0,C,,153012,,FS,W,0,,1,0,0,0,0,0,1,0,0,1,0,0,-84,34,0,2265689.267,1342582.352,0,0,0,2937,1973,1566,40,40,40,40,40,0,0,153012,NW,N,Y,N,N,0,  CLIFTON SPRINGS     RD,N LANIER              PKY,,  CLIFTON SPRINGS     RD,N LANIER              PKY, ,,N,W ,,,N,N,Y,Y ,N ,N,N,SGN,COM,DIRT,,May 23 1996 12:00:00:000AM,,,,0,,0,277
153013,CLIFTON SPRINGS RD @ CORBIN AVE,,,0,0,CLIFTON SPRINGS RD SW,CORBIN AVE SW,,DECATUR,,30034,CLIFTON SPRINGS RD@CORBIN AVE,,,-84296715,33697477,-2147483632,1484,560536,42,1,0,,153013,,NS,NW,0,,1,0,1,0,0,1,0,0,0,0,0,0,-84,34,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0,153013,NE,N,Y,N,N,0,CLIFTON SPRINGS RD,CORBIN AVE,,,,,,S,NW,,,Y,Y,Y,Y,Y,N,N,SGN,RES,DIRT,,6/1/2004,,,,0,,0,321
153014,CLIFTON SPRINGS RD @ PANTHERSVILLE RD,, ,0,0,CLIFTON SPRINGS RD,PANTHERSVILLE RD, ,DEKALB COUNTY, ,30034,CLIFTON SPRINGS RD@PANTHERSVILLE RD,,,-84271171,33691040,-2147483632,1122,1147304,47,1,0,,153014,,NS,W,0,,1,0,1,0,0,0,1,0,0,1,0,1,-84,34,0,2264580.904,1342755.466,0,0,0,2921,1975,3618,300,15,15,15,15,1,0,153014,NE,N,Y,N,N,0,  CLIFTON SPRINGS     RD,  PANTHERSVILLE       RD,,  CLIFTON SPRINGS     RD,  PANTHERSVILLE       RD, ,,S,W ,,,Y,Y,Y,Y,Y,P,N,SGN,SCH,DIRT,,May  6 1997 12:00:00:000AM, ,,,0,,0,278
153015,CLIFTON SPRINGS WAY @ CLIFTON CHURCH RD,,,0,0,CLIFTON SPRINGS,CLIFTON CHURCH,,DECATUR,,30034,CLIFTON SPRINGS WAY@CLIFTON CHURCH RD,,,-84301010,33699280,-1,0,0,0,0,0,,153015,,NS,W,0,,1,0,0,0,0,0,1,0,0,1,0,0,-84,34,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,153015,NE,N,Y,N,N,0,CLIFTON SPRINGS WAY,CLIFTON CHURCH RD,,,,,,S,W,,,N,N,N,N,N,N,N,SGN,RES,DIRT,,6/1/2004,,,,0,,0,270
153016,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,CSPa,,0,0,PANTHERSVILLE,CLIFTON SPRINGS,,DEKALB COUNTY,,30034,PANTHERSVILLE RD@CLIFTON SPRINGS RD,,,-84272075,33692115,-2147483647,0,0,0,0,B, ,153016, ,FS,N,0, ,1,0,0,0,1,0,0,1,0,1,0,0,-84,34,0,2264626.25,1343284.875,0,0,0,2921,1975,3624,250,250,250,250,250,0,0,153016,NE,N,Y,N,N,0,  PANTHERSVILLE       RD,  CLIFTON SPRINGS     RD,,  PANTHERSVILLE       RD,  CLIFTON SPRINGS     RD, ,POST,S,N ,,Y,N,N ,Y,N ,N ,N,N,BEN,SCH,CONC,,May 23 1996 12:00:00:000AM,,,,0, ,0,7
153017,CLIFTON SPRINGS RD @ TARIAN DR,,,0,0,CLIFTON SPRINGS RD SW,CORBIN AVE SW,,DECATUR,,30034,CLIFTON SPRINGS RD@TARIAN DR,,,-84298547,33699189,-2147483632,1484,561120,81,1,0,,153017,,NS,NW,0,,1,0,1,0,0,0,1,0,0,1,0,0,-84,34,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,153017,SE,N,Y,N,N,0,CLIFTON SPRINGS RD,TARIAN DR,,,,,,S,NW,,,Y,Y,Y,Y,Y,N,N,SGN,RES,DIRT,,6/1/2004,,,,0,,0,320
153018,CLIFTON SPRINGS RD @ 2946,,,2946,2946,CLIFTON SPRINGS RD SW,,,DECATUR,,30034,CLIFTON SPRINGS RD@,,,-84276132,33690690,-2147483632,1484,547172,11,0,YOUTH DET CTR,,153018,,AT,W,0,,1,0,0,0,0,0,1,0,0,1,0,0,-84,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153018,,Y,N,N,N,0,CLIFTON SPRINGS RD,2946,,,,,,S,W,,,N,N,Y,Y,N,N,N,SGN,SCH,DIRT,,7/23/2004,,,,0,,0,260
153019,CLIFTON SPRINGS RD@CORBIN AVE,,,0,0,CLIFTON SPRINGS,CORBIN,,DECATUR,,30034,CLIFTON SPRINGS RD@CORBIN AVE,,,-84297170,33697710,-1,0,0,0,0,0,,153019,,NS,SE,0,,1,0,0,0,0,0,1,0,0,1,0,0,-84,34,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,153019,SW,N,Y,N,N,0,CLIFTON SPRINGS RD,CORBIN AVE,,,,,,S,SE,,,N,N,Y,N,N,N,N,SGN,RES,DIRT,,6/1/2004,,,,0,,0,136
153020,PANTHERSVILLE RD @ GLEN HOLLOW DR, , ,0,0,PANTHERSVILLE RD,GLEN HOLLOW DR, ,DEKALB COUNTY, ,30034,PANTHERSVILLE RD@GLEN HOLLOW DR,,,-84271095,33696930,-1,0,0,0,0,0,,153020, ,NS,N,0, ,1,0,1,0,1,1,1,1,0,1,0,0,-84,34,0,2264846,1344837.875,0,0,0,2925,2002,2572,25,25,25,25,25,1,0,153020,SE,N,Y,N,N,0,  PANTHERSVILLE       RD,  GLEN HOLLOW         DR,,  PANTHERSVILLE       RD,  GLEN HOLLOW         DR, ,FLAT,S,N ,,Y,N,N ,Y,Y ,N,N,N,SNT,RES,CONC,,May 23 1996 12:00:00:000AM, ,,,0, ,0,9
153021,CLIFTON SPRINGS RD @ AYLESBURY LOOP,,,0,0,CLIFTON SPRINGS,AYLESBURY LOOP,,DECATUR,,30034,CLIFTON SPRINGS RD@AYLESBURY LOOP,,,-84294130,33693410,-1,0,0,0,0,B,,153021,,FS,SE,0,,1,0,1,0,1,1,1,1,0,1,0,0,-84,34,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,153021,SW,N,Y,N,N,0,CLIFTON SPRINGS RD,AYLESBURY LOOP,,CLIFTON SPRINGS RD,AYLESBURY LOOP,,FLAT,S,SE,,Y,Y,Y,Y,Y,Y,N,N,SNT,RES,CONC,,6/1/2004,,,,0,,0,136
153022,PANTHERSVILLE RD@GLEN HOLLOW DR,,,0,0,PANTHERSVILLE RD,GLEN HOLLOW DR,,DEKALB COUNTY,,30034,PANTHERSVILLE RD@GLEN HOLLOW DR,,,-84271384,33697262,-2147483632,1122,552436,99,0,0,,153022,,FS,S,0,,1,0,1,0,1,1,0,0,0,0,0,0,-84,34,0,2264665.25,1344940.75,0,0,0,2925,2002,2570,0,0,0,0,0,1,0,153022,SW,N,Y,N,N,0,  PANTHERSVILLE       RD,  GLEN HOLLOW         DR,,  PANTHERSVILLE       RD,  GLEN HOLLOW         DR, ,,S,S ,,,Y,Y ,Y,Y ,Y ,N,N,SGN,RES,DIRT,,May 23 1996 12:00:00:000AM,,,,0,,0,189
153023,CLIFTON SPRINGS RD @ CLIFTON SPRINGS MNR,,,0,0,CLIFTON SPRINGS RD SW,CLIFTON SPRINGS MNR SW,,DECATUR,,30034,CLIFTON SPRINGS RD@CLIFTON SPRINGS MAN,,,-84286796,33692138,-2147483632,1484,562144,84,1,0,,153023,,NS,E,0,,1,0,0,0,0,0,1,0,0,1,0,0,-84,34,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,153023,SW,N,Y,N,N,0,CLIFTON SPRINGS RD,CLIFTON SPRINGS MAN,,,,,,S,E,,,N,N,Y,N,N,N,N,SGN,RES,DIRT,,6/1/2004,,,,0,,0,82
153024,CLIFTON SPRINGS RD @ 2946,,,2946,2946,CLIFTON SPRINGS,,,DECATUR,,30034,CLIFTON SPRINGS RD@,,,-84276500,33690470,-1,0,0,0,0,LOT 3,,153024,,OP,E,0,,1,0,0,0,1,0,1,1,0,0,0,0,-84,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153024,,Y,N,N,N,0,CLIFTON SPRINGS RD,,2946,CLIFTON SPRINGS RD,,2946,NONE,S,E,,Y,N,N,Y,Y,N,N,N,BENO,SCH,DIRT,,8/27/2004,,,,0,,0,82
153026,CLIFTON SPRINGS RD @ PINE HILL RD,,,0,0,CLIFTON SPRINGS RD SW,PINE HILL RD SW,,DECATUR,,30034,CLIFTON SPRINGS RD@PINE HILL RD,,,-84295199,33694557,-2147483632,1484,562143,28,1,0,,153026,,NS,N,0,,1,0,1,0,0,1,0,0,0,0,0,0,-84,34,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,153026,SE,N,Y,N,N,0,CLIFTON SPRINGS RD,PINE HILL RD,,,,,,S,N,,,Y,Y,Y,Y,Y,N,N,SGN,RES,DIRT,,7/26/2004,,,,0,,0,338
153027,CLIFTON SPRINGS RD @ WILDCAT RD,,,0,0,CLIFTON SPRINGS RD,WILDCAT RD,,DECATUR,,30034,CLIFTON SPRINGS RD@WILDCAT RD,,,-84282273,33691340,-2147483632,1076,1002738,64,0,0,,153027,,FS,E,0,,1,0,1,0,0,0,1,0,0,1,0,0,-84,34,0,0,0,0,0,0,0,0,0,75,0,0,0,0,1,0,153027,SE,N,Y,N,N,0,CLIFTON SPRINGS RD,WILDCAT RD,,CLIFTON SPRINGS RD,WILDCAT RD,,,S,E,,,Y,Y,Y,Y,Y,N,N,SGN,RES,DIRT,,6/1/2004,,,,0,,0,113
153028,GSU/PERIMETER COLLEGE - DECATUR CAMPUS,GAPC,,0,3251,PANTHERSVILLE RD,,,DEKALB COUNTY,,30034,PANTHERSVILLE RD@CLIFTON SPRINGS RD, ,,-84272760,33689463,-2147483647,1122,1007163,27,0,O,,153028, ,AT,S,0, ,1,0,1,0,1,1,1,1,0,0,0,1,-84,34,0,2264272.5,1342118,0,0,0,2921,1975,3594,0,300,300,300,300,1,0,153028,SW,N,Y,N,N,0,PANTHERSVILLE RD,,3251,PANTHERSVILLE RD,,3251,FLAT,S,S ,,Y,Y,Y ,Y,Y ,Y ,N,N,SNT,SCH,CONC,,May 23 1996 12:00:00:000AM,, ,,0, ,0,183
153030,PANTHERSVILLE RD@3303,,,3303,3303,PANTHERSVILLE RD,,,DEKALB COUNTY,,30034,PANTHERSVILLE RD@,,,-84272618,33687854,-2147483632,1122,1110115,19,0,0,,153030,,AT,S,0,,1,0,0,0,0,0,1,0,0,1,0,0,-84,34,0,2264241.5,1341530.875,0,0,0,2921,1964,551,0,0,0,0,0,0,0,153030, ,Y,N,N,N,0,  PANTHERSVILLE       RD, ,,  PANTHERSVILLE       RD,  3303                AAAA, ,,S,S ,,,N,N ,Y,Y ,N ,N,N,SGN,SCH,DIRT,,May 23 1996 12:00:00:000AM,,,,0,,0,181
153031,PANTHERSVILLE RD@RIVER SUMMIT LN, ,,0,0,PANTHERSVILLE RD,RIVER SUMMIT LN,,DEKALB COUNTY,,30034,PANTHERSVILLE RD@RIVER SUMMIT LN, ,,-84277024,33675878,-2147483632,1122,664684,99,1,0,,153031, ,NS,N,0, ,1,0,0,0,1,0,1,1,0,1,0,0,-84,34,0,2263089.372,1337148.108,0,0,0,2904,1908,290,0,0,0,0,0,0,0,153031,NE,N,Y,N,N,0,  PANTHERSVILLE       RD,  RIVER SUMMIT        LN,,  PANTHERSVILLE       RD,  RIVER SUMMIT        LN, ,NONE,N,N ,,Y,N,Y,Y,Y,N ,N,N,BEN,RES,CONC,,Nov 17 1997 12:00:00:000AM,, ,,0, ,0,2
153032,PANTHERSVILLE RD@ROVENA CT,,,0,0,PANTHERSVILLE RD,ROVENA CT,,DEKALB COUNTY,,30034,PANTHERSVILLE RD@ROVENA CT,,,-84273459,33681472,-2147483632,1122,558298,11,0,0,,153032,,NS,S,0,,1,0,1,0,0,0,1,0,0,1,0,0,-84,34,0,2264146.5,1339297.75,0,0,0,2917,1933,1546,25,40,40,40,40,1,0,153032,SW,N,Y,N,N,0,  PANTHERSVILLE       RD,  ROVENA              CT,,  PANTHERSVILLE       RD,  ROVENA              CT, ,,S,S ,,,Y,Y,Y,Y,Y,N,N,SGN,RES,DIRT,,May 23 1996 12:00:00:000AM,,,,0,,0,226
153033,PANTHERSVILLE RD@RIVER TREE DR,,,3657,,PANTHERSVILLE RD,RIVER TREE DR,,DEKALB COUNTY,,30034,PANTHERSVILLE RD@,,,-84276599,33678806,-2147483632,1076,558016,84,0,,,153033,,FS,S,0,,1,0,0,0,0,0,1,0,0,1,0,0,-84,34,0,2263070.065,1338169.234,0,0,0,2905,1914,2599,0,0,0,0,0,0,0,153033, ,N,Y,N,N,0,  PANTHERSVILLE       RD,RIVER TREE DR,,  PANTHERSVILLE       RD,RIVER TREE DR, ,,S,S ,,,N,N ,Y,Y ,N ,N,N,SGN,RES,DIRT,,Jul 25 1997 12:00:00:000AM,,,,0,,0,200
153035,PANTHERSVILLE RD@RIVER SUMMIT LN,,,0,0,PANTHERSVILLE RD,RIVER SUMMIT LN,,DEKALB COUNTY,,30034,PANTHERSVILLE RD@RIVER SUMMIT LN,,,-84277133,33676317,-2147483632,1122,344045,68,0,0,,153035,,NS,S,0,,1,0,1,0,0,0,1,0,0,1,0,0,-84,34,0,2262981.399,1337206.446,0,0,0,2904,1908,294,160,25,25,25,25,1,0,153035,NW,N,Y,N,N,0,  PANTHERSVILLE       RD,  RIVER SUMMIT        LN,,  PANTHERSVILLE       RD,  RIVER SUMMIT        LN, ,,S,S ,,,Y,Y ,Y,Y ,Y ,N,N,SGN,RES,DIRT,,Nov 17 1997 12:00:00:000AM,,,,0,,0,182
